ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100_1_hit.vs.Ctrl_1_hit.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.logFC	LPS100.B100_1_hit.vs.Ctrl_1_hit.logFC	LPS100_1_hit.vs.Ctrl_1_hit.p.value	LPS100.A10_1_hit.vs.Ctrl_1_hit.p.value	LPS100.B100_1_hit.vs.Ctrl_1_hit.p.value
ENSOARG00000014425	101118263	MERTK	MER proto-oncogene, tyrosine kinase	-2.3489397152811	-2.64511898705702	-2.2409286363637	1.76120196694869e-05	1.05249403416758e-05	2.66675132304333e-05
ENSOARG00000014488		ERG	ETS transcription factor ERG	-1.20040171027762	-1.4854540776481	-1.25667517872746	0.0143951110960436	0.0026237007287123	0.0103341997514754
ENSOARG00000014496	443418	CXCL8	C-X-C motif chemokine ligand 8	4.70626160283609	4.71537042156251	4.70174517319029	2.32413602047801e-07	1.86421952925298e-07	2.34820408303776e-07
ENSOARG00000014520	101108309	EXOSC9	exosome component 9	1.64815855924531	1.37735126263544	1.41268069997951	0.00137770258060448	0.00528143885237961	0.00450894424886029
ENSOARG00000014532	443026	ETS2	ETS proto-oncogene 2, transcription factor	1.72547509562999	1.54934983376807	1.67468166711798	0.00182728591705681	0.00408692620056487	0.00240843190102264
ENSOARG00000014535	101119083	TRAM2	translocation associated membrane protein 2	-1.04857368945818	-1.66072640877425	-1.04603789172417	0.0220154699874799	0.000482993521536473	0.0237623796922545
ENSOARG00000014541	101119308	ATP8A1	ATPase phospholipid transporting 8A1	2.75453020290375	1.44141114389176	2.85251094797769	0.000203233926562069	0.02176965166151	0.000162275720685198
ENSOARG00000014581	101113184	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	-1.18805886909626	-1.72865521331767	-1.12847894084819	0.0124164000077422	0.000638831814361762	0.0197382624090286
ENSOARG00000014592	101103238	CXCL6	C-X-C motif chemokine 6	4.8403954589873	4.54844267967077	4.95742069121273	2.72006810908587e-06	4.71681586064844e-06	2.68286665206495e-06
ENSOARG00000014598	101110563	SOX2	SRY-box 2	-1.85669919021139	-1.99379738554214	-1.71885056301813	0.000158918612929981	8.92161634009673e-05	0.000302599647203358
ENSOARG00000014636	101123366		cytidine/uridine monophosphate kinase 2	3.17717584027645	1.90539858123662	3.13598661905847	0.000603614131351105	0.0189795880038639	0.000659140640665567
ENSOARG00000014648	101115013	RSAD2	radical S-adenosyl methionine domain containing 2	4.86903768537983	3.59114514570388	4.7055768258929	9.95293304930241e-05	0.000596000904839896	0.000116348377481615
ENSOARG00000014678	101111774	C9orf72	chromosome 2 open reading frame, human C9orf72	1.20750036162727	1.17320646898281	1.18990646518656	0.00043323116826373	0.000607178860719043	0.000518414051526474
ENSOARG00000014731	101107257	DDX58	DExD/H-box helicase 58	3.3829454452874	2.23309610657152	3.25254697191175	0.00044009092405142	0.00706690820227849	0.00055031364490809
ENSOARG00000014742	101116505	CCDC34	coiled-coil domain containing 34	-1.29054366078851	-1.15834149626245	-1.23175048224417	0.00706792240550664	0.017298663889001	0.0105711214155758
ENSOARG00000014744	101109288	DHRS3	dehydrogenase/reductase 3	-1.00866762480986	-1.65547131992472	-1.3700576339746	0.0488255119782444	0.0011176740539266	0.00457228769729996
ENSOARG00000014751	101120222	STARD8	StAR related lipid transfer domain containing 8	3.32597539250583	2.78151483106892	3.31895131753975	1.21677273138061e-06	4.71681586064844e-06	1.18509537755428e-06
ENSOARG00000014775	443380	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	7.04756492958423	7.84695606518653	7.16672562012605	2.22228530413765e-07	1.86421952925298e-07	1.94123313681264e-07
ENSOARG00000014777	101109462	CCR7	C-C motif chemokine receptor 7	7.52778448420321	6.4071827494283	7.72286976424434	5.35942135380713e-06	1.43456597022452e-05	4.56332660817906e-06
ENSOARG00000014778	100302103	LYN	LYN proto-oncogene, Src family tyrosine kinase	1.38786811797403	0.90851944722986	1.32238597726083	0.000592771996594709	0.044540393967411	0.000924414443938933
ENSOARG00000014800		IFIT3	interferon induced protein with tetratricopeptide repeats 3	3.0230684170655	2.10398137033621	2.86842142205382	0.000271432054427533	0.00353459503869229	0.000401882004483434
ENSOARG00000014822		IKZF1	IKAROS family zinc finger 1	1.69380646565595	1.17421332783395	1.50190048292105	0.00131938149229025	0.0232807674952964	0.00350133383910282
ENSOARG00000014841				5.21081744601392	6.02649067236021	5.17506507905653	2.72006810908587e-06	1.3832733986391e-06	2.8818887817208e-06
ENSOARG00000014972	101107616	MED13	mediator complex subunit 13	1.31543095943551	0.997219350117595	1.22829028247643	0.00127724511917161	0.0210639680402142	0.00256291419374115
ENSOARG00000014979	101119003	GTF2B	general transcription factor IIB	1.7166513351629	1.36807068332285	1.55356438179294	0.000786898804176543	0.00464842073061888	0.00183793075159142
ENSOARG00000015050	101117094	MAP3K8	mitogen-activated protein kinase kinase kinase 8	2.02368460827986	2.28541168208324	1.9529356696913	7.18282541552363e-05	3.27528872666952e-05	9.7566413636977e-05
ENSOARG00000015051	101102166	BCAS1	breast carcinoma amplified sequence 1	3.01890581047693	1.96375215058478	3.12625362296022	1.55321939413686e-05	0.000571232486923961	1.25695305686976e-05
ENSOARG00000015055	101109076	KIF13B	kinesin family member 13B	1.04433443261511	0.917381539709907	1.03109644224588	0.0125729271238935	0.0472440206499201	0.0148125507237106
ENSOARG00000015066	101121934	RASGRF2	Ras protein specific guanine nucleotide releasing factor 2	-1.2979025072895	-1.42309854916925	-1.50581724171136	0.0481150045910887	0.0297319125843943	0.0232299862966275
ENSOARG00000015072	101119517	LOC101119517	guanylate-binding protein 1-like	3.97602075838002	2.54100847180056	3.97865180797811	0.000825771071091867	0.0130109572267731	0.000859269249599468
ENSOARG00000015078	443136	IRF1	interferon regulatory factor 1	3.08516396629897	2.64121231007166	3.06048309849135	1.01189741355953e-05	3.45729677915464e-05	1.08266820976891e-05
ENSOARG00000015126	101119334	JADE1	jade family PHD finger 1	-1.574730706196	-1.38115280894235	-1.52619596577481	0.00596272976709846	0.0141538195977177	0.00764088305097052
ENSOARG00000015146	101103248	SAT2	spermidine/spermine N1-acetyltransferase family member 2	-1.03686713692368	-1.49496063042519	-1.22568268734969	0.0415599583401864	0.00244403478589676	0.0117857534886271
ENSOARG00000015153	101119773	LOC101119773	guanylate-binding protein 4-like	4.93874905338698	2.79979441144462	5.11547519402564	0.000412119592769223	0.019869092279553	0.000341659329786446
ENSOARG00000015167	101114560	BCL2A1	BCL2 related protein A1	3.84504845772944	3.95950047809189	3.77803125274877	4.12722778601074e-05	4.04060506903561e-05	4.70879297424924e-05
ENSOARG00000015169	101101941	IFIT2	interferon induced protein with tetratricopeptide repeats 2	3.63671570426248	2.98657566004706	3.47014917381084	2.62140573856601e-05	0.000101467361798436	3.72751815378951e-05
ENSOARG00000015177	101102194	IFIT1	interferon-induced protein with tetratricopeptide repeats 1	3.22846622696393	2.08506989883198	3.02308830777753	3.84135209174702e-05	0.000821688435795888	5.85133728305318e-05
ENSOARG00000015209	101121866		dachshund family transcription factor 1	-2.31490173754091	-2.27232410073167	-2.37808822820689	0.00384652795722017	0.0046419511980735	0.00363154735879326
ENSOARG00000015226				4.16681348496762	2.23537156496671	4.09227463345771	0.000669766942312462	0.0346013078559929	0.000765992646444028
ENSOARG00000015234	101104239	PARM1	prostate androgen-regulated mucin-like protein 1	1.74905528754419	1.28353518191219	1.78676811554623	6.07250849294035e-05	0.000901925472744538	5.34389329719865e-05
ENSOARG00000015238				1.83074004161483	1.30116900139796	1.6771814889683	0.000622289246304874	0.0102661022465472	0.00141481951090301
ENSOARG00000015297	101120367	GBP5	guanylate binding protein 5	3.88162757795789	2.83435828564859	3.8699200866719	7.46210561833785e-05	0.000627070148199791	7.69795574938639e-05
ENSOARG00000015342	101108832	NDNF	neuron derived neurotrophic factor	1.22520055195015	1.09743051593074	1.19091958884793	0.000710873336860856	0.00257450520452691	0.00101529375112793
ENSOARG00000015343	101122348	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	-0.798440424253985	-1.17234849029358	-0.895032698000111	0.040915865708182	0.000266825104933832	0.00924698029571924
ENSOARG00000015354	101113714		LDL receptor related protein 5	-0.906511420839668	-0.824617463180231	-0.810777015413055	0.00876314245857299	0.0309990694528817	0.0391090644319114
ENSOARG00000015388	101108431	ELOVL5	ELOVL fatty acid elongase 5	1.57312564112546	1.67250100603425	1.50518130246172	5.35934225363726e-05	3.59346684201883e-05	8.10446411799399e-05
ENSOARG00000015406	101110264	DIXDC1	DIX domain containing 1	-1.50692224520617	-1.01125808484613	-1.69972951457773	0.0015112167540006	0.0412318442070932	0.00064309545937892
ENSOARG00000015414	101114579		trichohyalin-like	3.4141958215445	2.39773048205613	3.26286183093478	0.0008262136100374	0.00908929599058579	0.00114247535938608
ENSOARG00000015430	443400	CSF2	colony stimulating factor 2	8.2349261978008	8.87220739703199	8.27379446617961	2.32356867856161e-05	1.84949126900541e-05	2.34595307925088e-05
ENSOARG00000015432	101120875	LOC101120875	guanylate-binding protein 6-like	3.88814499103227	2.35815397904533	3.94702005432879	0.000429219997787206	0.0109539126623743	0.000408105054199567
ENSOARG00000015462	101122002	COQ10B	coenzyme Q10B	1.68780589080033	1.21732145181071	1.68170605138822	5.86320967124931e-05	0.00115238731902608	6.39082839734361e-05
ENSOARG00000015468	101120768	EPB41L1	erythrocyte membrane protein band 4.1 like 1	-1.02375671258069	-1.40966331265693	-1.12738654223517	0.0043983413098663	0.000148286234058527	0.00142028008853079
ENSOARG00000015492	101109488	ABHD17C	abhydrolase domain containing 17C	-1.54726191154135	-1.37821168840663	-1.59254233770435	0.000669766942312462	0.00155010158717767	0.000555874886239636
ENSOARG00000015653	101103447	EEF2K	eukaryotic elongation factor 2 kinase	-1.67982492184457	-1.30183434309122	-1.78264346979173	6.13305552113237e-05	0.000563501644607895	4.02121281228506e-05
ENSOARG00000015656	443045	ICAM1	intercellular adhesion molecule 1	3.2050520998045	2.93700640638945	3.2453690425475	3.31772551361117e-05	6.26032139577741e-05	3.2013004659161e-05
ENSOARG00000015698	101105013	MNT	MAX network transcriptional repressor	-1.26824424351283	-1.47206873505078	-1.30038927309441	0.0274136940006573	0.0107307143693442	0.0243509231103328
ENSOARG00000015723	101102372	PLCL1	phospholipase C like 1 (inactive)	-1.52634822323376	-1.68853256331777	-1.42063980458172	0.000945389990476657	0.000451673353183835	0.00170364859401108
ENSOARG00000015775	101109822	GPT2	glutamic--pyruvic transaminase 2	-1.64255347157656	-1.03198136282636	-1.61500610286802	0.000359066022534179	0.0204296839837522	0.000427777878841329
ENSOARG00000015776	101116190	C21orf91	chromosome 1 open reading frame, human C21orf91	3.34110252773225	2.74490271847792	3.17623959168582	2.24410432233709e-05	9.00606115172286e-05	3.36945736770717e-05
ENSOARG00000015781	101116476	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	3.31034325740192	4.45396056484401	3.37710796389073	6.08280157774795e-05	1.10715861446599e-05	5.55187742671504e-05
ENSOARG00000015786	101116726	ICAM5	intercellular adhesion molecule 5	1.31045951959568	2.90661364002737	1.50775067986787	0.00401872059781201	6.91653823723941e-06	0.00124190607679444
ENSOARG00000015790	100620049	BTG3	BTG anti-proliferation factor 3	1.39648014497347	1.02911159932703	1.41434629363929	3.61247378463843e-05	0.00102005645105968	3.36945736770717e-05
ENSOARG00000015809	101107714	PSMD12	proteasome 26S subunit, non-ATPase 12	0.939583122014114	0.876667881339869	0.926150104281505	0.00747747092043707	0.0184532285293576	0.00922744960920575
ENSOARG00000015821	101120886	EPHB4	EPH receptor B4	-1.25401166542728	-1.49346262086808	-1.21633884129472	0.000815712478474788	0.000184604438246907	0.0011671574234364
ENSOARG00000015828	101102297	LOC101102297	formimidoyltransferase-cyclodeaminase-like	-1.68777932669501	-1.51779536960732	-1.48110094007684	0.0138606409568875	0.0242660318485264	0.0285991264458983
ENSOARG00000015846	101111462		plectin	-0.967358933103144	-1.06105438918205	-0.93436386721415	0.0130888787595451	0.00457773313997887	0.0197832078431552
ENSOARG00000015857	101103741	METRNL	meteorin like, glial cell differentiation regulator	1.28880623202716	1.39486882138413	1.22082673237548	0.00573040825626841	0.00299464773496752	0.00927776033339037
ENSOARG00000015859		KCTD10	potassium channel tetramerization domain containing 10	1.35167038150944	0.998597820054855	1.27875189328383	0.000446284175335468	0.0113411497226977	0.000777658804236335
ENSOARG00000015882	101111828	PPFIBP2	PPFIA binding protein 2	-1.94274959416312	-2.63567082419227	-2.16624806084187	0.000550190753023271	7.04902564415427e-05	0.000250450978586259
ENSOARG00000015895	101106582	PLXNC1	plexin C1	-1.0428810334883	-1.32131697754693	-1.26251208939744	0.0037577468831513	0.000289642906790765	0.000435714170677881
ENSOARG00000015899	101103994	EFNB3	ephrin B3	-1.1395728383145	-1.65399602757832	-1.14285740180521	0.0367019035563466	0.00308709884684382	0.0381918575769494
ENSOARG00000015905	101112730	EIF4E	eukaryotic translation initiation factor 4E	2.07693478975155	1.27842768514418	1.93144675358702	0.00176650256392408	0.0450511632923155	0.00301931099458202
ENSOARG00000015916	101115779	CEP83	centrosomal protein 83	1.32434674769473	0.971911593178769	1.09549810864182	8.17083530172452e-05	0.00336587994054968	0.00069172938405256
ENSOARG00000016003	101102743	ACOD1	aconitate decarboxylase 1	4.02365704817234	1.77949265806065	3.90714552427968	9.11028567916958e-06	0.00246341175499645	1.05569561628272e-05
ENSOARG00000016009		STK32C	serine/threonine kinase 32C	-1.95125041149248	-1.27640927864857	-1.42657460609926	0.000511919995127468	0.00998943640874661	0.0046638987623686
ENSOARG00000016081	101107953	UPP1	uridine phosphorylase 1	2.46486587369995	1.91814969957874	2.54872131831273	8.29933431910605e-05	0.000655170404415071	6.6158617355195e-05
ENSOARG00000016099	100286738	MEF2C	myocyte enhancer factor 2C	-1.94390754966291	-2.17133501938533	-2.06567004848232	0.000359259424913225	0.000169348456009191	0.000244448016932892
ENSOARG00000016111	101117838	POLD2	DNA polymerase delta 2, accessory subunit	-1.36729606294943	-1.05783590181059	-1.25785609481628	0.00678118830992589	0.0476638594616868	0.0131255272095258
ENSOARG00000016128	101109858	MAP3K2	mitogen-activated protein kinase kinase kinase 2	1.20070517380806	1.20473691396431	1.23607040853544	0.0327425332237391	0.0346299030027642	0.028220406170514
ENSOARG00000016177	101119920	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	-1.43226840484662	-1.37440520158613	-1.91804630002007	0.0365244234987267	0.0454056419069459	0.00767453956495001
ENSOARG00000016195	101107591	ZNF385A	zinc finger protein 385A	-1.64463240796899	-1.9478618337131	-1.65153121372505	0.00182626618388231	0.000500649046030636	0.00181342062351316
ENSOARG00000016207	101119970	GPR84	G protein-coupled receptor 84	2.21244858000524	1.81723792035643	2.34359850311692	0.00264261215090083	0.0108268375831084	0.00179068235604985
ENSOARG00000016213	100301555	APOBEC3Z1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like	9.00778310453752	8.23422726048815	8.81074659552824	2.22228530413765e-07	1.86421952925298e-07	1.94123313681264e-07
ENSOARG00000016214		JPT2	Jupiter microtubule associated homolog 2	-1.33196626732182	-1.04520398830893	-1.12929085747257	0.00222645772296009	0.0204784385059373	0.0103341997514754
ENSOARG00000016264	101122144	VPS37C	VPS37C, ESCRT-I subunit	1.19703596215957	1.05181011705185	1.10728394933716	0.000530013989883082	0.00245832795229927	0.00136426009119877
ENSOARG00000016278	101106554	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	2.59628954076684	2.21437094498655	2.46971656530709	0.000106177823687962	0.000384111196239002	0.000157005432360357
ENSOARG00000016302	101106080	TRIM36	tripartite motif containing 36	2.7181581795548	2.40353422357322	2.72396182320389	2.54483684629715e-05	6.83927979459558e-05	2.55061190287794e-05
ENSOARG00000016386	101118272	ATG4D	autophagy related 4D cysteine peptidase	1.39088621842971	1.43498571696767	1.59709727899122	6.59596038439271e-05	6.05918743827963e-05	2.01508810785202e-05
ENSOARG00000016390	101113825	SLC40A1	solute carrier family 40 member 1	-1.88423873188969	-1.22949730470526	-1.83846522281879	0.000101772962146842	0.00376402753595301	0.000124965733296147
ENSOARG00000016399	101120399	CDC42EP3	CDC42 effector protein 3	-1.78048144971155	-1.86851277790608	-1.74094660906865	0.00157471056875561	0.0011056295427131	0.00196805672681808
ENSOARG00000016432	101107357	ATG12	autophagy related 12	0.871391166196335	0.885190467586949	0.839186848853394	0.0161155361236477	0.0134636011159362	0.0275696833134585
ENSOARG00000016433	101111544	REEP2	receptor accessory protein 2	-1.21254240897559	-1.46959543067152	-1.53815425520552	0.0350038072602737	0.01062351923102	0.00854310475415933
ENSOARG00000016436	101116996	FAM83H	family with sequence similarity 83 member H	-1.05928709136835	-1.5277264399586	-0.920346395662878	0.00836405889139339	0.000295793186790608	0.0362599294753835
ENSOARG00000016452	443513	PPARG	peroxisome proliferator-activated receptor gamma	-1.81072587143343	-2.26804627373919	-2.00968028311942	0.00924519837027747	0.00221898887432718	0.00491558320360262
ENSOARG00000016485	100302348	PMP22	peripheral myelin protein 22	-1.13959122281985	-1.00487376744807	-1.24109102674688	0.0118447097924106	0.0381501244185031	0.00575509238924182
ENSOARG00000016486	101110258	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	-1.77971495126218	-2.19627664698299	-1.93827881862452	8.38516326049176e-05	1.99420208455604e-05	4.48629272615541e-05
ENSOARG00000016543	101108489	CXCL9	C-X-C motif chemokine ligand 9	5.40894707579384	1.97853721174357	5.52393878338453	1.55321939413686e-05	0.0277661593424339	1.39362461792672e-05
ENSOARG00000016611	442997	CXCL10	C-X-C motif chemokine ligand 10	5.02478846729935	2.97164826304367	4.89011148891527	1.60805371978672e-05	0.000441148925277203	1.98027525523828e-05
ENSOARG00000016617	101114219	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	3.38787261898944	2.09271688807389	3.26582179167475	0.000140194271024823	0.00404850564390709	0.000183236809455762
ENSOARG00000016637	101106973	DCP1A	decapping mRNA 1A	1.0738378148346	1.00839403850651	1.14708867834026	0.00832917902610261	0.0164619010035613	0.00432015315892562
ENSOARG00000016662		TNFAIP8	TNF alpha induced protein 8	2.20149429265764	1.79194446994656	1.9890272376376	6.30389838698939e-05	0.000376384561211821	0.00014764434809238
ENSOARG00000016668	101108750	CXCL11	C-X-C motif chemokine ligand 11	7.81743709727874	5.89562753924166	7.61810648269707	9.18759004234901e-07	6.23804587629477e-06	9.95946674541951e-07
ENSOARG00000016679	101108113		dedicator of cytokinesis 11	-1.15519547353017	-1.32489194444907	-1.3486052084126	0.0107545096756007	0.00326741828703253	0.00295452523086181
ENSOARG00000016704	101123557	CNGA1	cyclic nucleotide gated channel alpha 1	6.6309150752598	6.78826506757195	6.51189102493258	1.15424324865011e-05	1.15645044413973e-05	1.37390083648458e-05
ENSOARG00000016709	101121774	NR2F1	nuclear receptor subfamily 2 group F member 1	-1.0732345522119	-1.24726526910782	-1.10496433133679	0.0399701561235942	0.0131196954700248	0.0338053557931538
ENSOARG00000016736	101117733	DUSP19	dual specificity phosphatase 19	1.72803014818549	1.37591472738704	1.51151550247651	0.0064689047279124	0.0297283337669586	0.0164295595333085
ENSOARG00000016739	100125613	ROBO1	roundabout guidance receptor 1	1.55378804332393	1.25225079287954	1.64755397822948	0.00162468763718161	0.00901141371133398	0.00104878036635325
ENSOARG00000016741	101106405	FAM126B	family with sequence similarity 126 member B	1.27397413220048	1.09549946146071	1.2531158442471	0.00605943804194572	0.0229163933556332	0.00722730644461375
ENSOARG00000016744	443078	NOS2	nitric oxide synthase 2	4.34903584936525	3.99142665515364	4.65319785614442	1.9257744451402e-06	4.02655837577979e-06	1.18509537755428e-06
ENSOARG00000016760	100217400	BTG1	BTG anti-proliferation factor 1	1.41928116154541	1.39565272000362	1.44119864268497	2.32356867856161e-05	3.12040957668928e-05	2.06271045371569e-05
ENSOARG00000016789	101101985	NIPAL1	NIPA like domain containing 1	2.05129811369474	1.12218198181321	2.03227414091255	3.65653269007973e-05	0.00769564656539953	4.02121281228506e-05
ENSOARG00000016798	101113463	SAT1	spermidine/spermine N1-acetyltransferase 1	1.68741703863271	1.32470718194213	1.60449848952013	4.89025341474144e-05	0.000419325406093126	7.69795574938639e-05
ENSOARG00000016816	101108230	SLC49A3	solute carrier family 49 member 3	-1.10599994025943	-1.37962263638553	-1.40932521931986	0.0394893351943334	0.00787337977606063	0.007351362471341
ENSOARG00000016852	101106914	CFLAR	CASP8 and FADD like apoptosis regulator	3.54257968126264	3.42134286825542	3.52464047733918	9.5489742260669e-06	1.41555784595524e-05	9.67721686885498e-06
ENSOARG00000016854		CREM	cAMP responsive element modulator	2.26631312527205	1.19399989924283	2.13624387313461	8.89590510579699e-05	0.0160711823004672	0.000139069038892663
ENSOARG00000016868	101121909	NYAP1	neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1	-1.96204907016295	-1.69365111195348	-1.93685174019215	0.00190032909715244	0.00490669574229406	0.00214679397062299
ENSOARG00000016888	101105506	IQGAP2	IQ motif containing GTPase activating protein 2	-1.43638830540744	-2.11747363182049	-1.63100289647956	0.0022982699569736	0.000120864744230814	0.000917038681910949
ENSOARG00000016913	101102662	NPEPL1	aminopeptidase like 1	-1.53198031309569	-1.50469483568795	-1.56076374963026	0.00132700252145042	0.00149429824658042	0.00122365111040719
ENSOARG00000016922	101107334	CASP8	caspase 8	2.07483901910848	1.50795784053077	1.92862166527726	0.000180311361727403	0.00229520288354483	0.000338040974139509
ENSOARG00000016940				2.40626462609093	2.27012739200769	2.59320449829963	0.00337575474803973	0.00523552716240784	0.0020255091063156
ENSOARG00000016957	101115818	N4BP1	NEDD4 binding protein 1	2.1624858967836	1.72335655165858	2.10476627143135	0.000124795648190467	0.000820859611371397	0.000157005432360357
ENSOARG00000016973				2.74976116637577	3.42300934108022	2.75862835077627	0.000125213401161954	3.06195303012674e-05	0.00012713885568507
ENSOARG00000017040				-1.05126699957108	-1.02693101953989	-1.1846802157827	0.0109715397027587	0.0141459820243361	0.0034620998613772
ENSOARG00000017093		SPRY1	sprouty RTK signaling antagonist 1	-1.74249727985263	-1.97912510680871	-1.62873904909085	0.0137483712974607	0.006291269977882	0.0216308168820834
ENSOARG00000017134	101120417	PDE7A	phosphodiesterase 7A	1.65184698811114	1.53293182285207	1.64906681610627	0.0167218660089364	0.0287409836339891	0.0178091455315522
ENSOARG00000017138	101122486	C3orf38	chromosome 1 open reading frame, human C3orf38	1.82075060785933	1.2848752279531	1.74028244655822	0.00143100875970911	0.0189795880038639	0.00211709530662763
ENSOARG00000017191	101101937	SIPA1	signal-induced proliferation-associated 1	-1.94464408572019	-1.93642601760576	-2.02231952929567	0.000403124726018185	0.000432083770288713	0.000313389765803068
ENSOARG00000017265	101116050	TMEM173	transmembrane protein 173	-1.73847109580485	-1.62826898983695	-1.70323548979399	0.0045062078578775	0.0069413072296057	0.00540282579218442
ENSOARG00000017271	101123147	CSTF3	cleavage stimulation factor subunit 3	1.11046245159132	0.991677818271737	0.925748126320267	0.00270028255448944	0.0100127683689183	0.0219765416159562
ENSOARG00000017294				1.02919054794623	1.21549898993728	1.11729426567921	0.0404172270769562	0.00988621365189121	0.0210338124004398
ENSOARG00000017314	101114859	GALNT6	polypeptide N-acetylgalactosaminyltransferase 6	-1.28898462760914	-1.73833457873899	-1.4139683310686	0.00706877179790546	0.00073990869810321	0.00365167081003741
ENSOARG00000017342	101119978	PSMA2	proteasome subunit alpha 2	1.45077319645966	1.09479193007628	1.41913146780275	0.00297362788067477	0.0299181336746658	0.00360664846108519
ENSOARG00000017382	101106737	GAL3ST4	galactose-3-O-sulfotransferase 4	-0.979436484505216	-1.21184362993476	-1.07024850901945	0.0279535353944297	0.00359999321696242	0.0127790958186271
ENSOARG00000017411	101116301	CSRNP2	cysteine and serine rich nuclear protein 2	1.16843888641401	1.19175134456497	0.997582755960983	0.0022972412228752	0.00180700009371169	0.0133489280451535
ENSOARG00000017418	101104169	ZBP1	Z-DNA binding protein 1	3.2184419780711	1.82231898908844	3.04636216224204	0.000401422898686623	0.0185359532564031	0.000565923984451188
ENSOARG00000017427	101105964	LDB1	LIM domain binding 1	-1.67999153524198	-0.966460386322403	-1.54214064756574	2.20844591898752e-05	0.00662507400915171	4.97447417747878e-05
ENSOARG00000017460	101112406	RAC3	Rac family small GTPase 3	-1.01464728264903	-1.27548955099111	-1.25413567053035	0.0485562002588609	0.0077464935639112	0.00929959275630733
ENSOARG00000017465	101108810	AMOT	angiomotin	-1.95946948449409	-1.82964008392965	-1.83564725718618	0.00574287871758523	0.00821856421868333	0.0090315250503106
ENSOARG00000017474	101119486	JUP	junction plakoglobin	-1.19746716587829	-2.05807431561023	-1.29852877206185	0.0115608690961664	0.000165843019100568	0.00610550165108007
ENSOARG00000017485	101123225	NRP1	neuropilin 1	-1.30512300162377	-1.96018065352284	-1.30804841387523	0.00345514602271484	0.000134278711244481	0.00346882386087815
ENSOARG00000017488	100144763		cyclin D1	-1.00677447697285	-1.22888433838405	-0.88747116763738	0.0109754233235455	0.00125968025554335	0.0432129521373565
ENSOARG00000017521	101118185	HBEGF	heparin binding EGF like growth factor	1.47352484654819	1.39097233570965	1.33481701122666	0.000352357073064777	0.000567912415459819	0.000828381420339096
ENSOARG00000017581	101119656	KDM6B	lysine demethylase 6B	1.29151310570076	1.42957559904152	1.3060398711598	0.0240316185148395	0.012957769250866	0.0234658002851356
ENSOARG00000017583	101113875	SALL1	spalt like transcription factor 1	-1.29475851273793	-1.4284232448613	-1.18862601367181	0.00190939297273503	0.000816676715038877	0.00445442762526523
ENSOARG00000017616	101115697	RFX4	regulatory factor X4	-2.61205008419641	-2.83558935516497	-2.07323261375817	4.72026064321154e-05	3.27528872666952e-05	0.000233853023524748
ENSOARG00000017631	101118410	PRKCB	protein kinase C beta	1.66620881476493	2.42871042379693	1.74847631426384	0.00025693898857911	1.41555784595524e-05	0.000168414033226613
ENSOARG00000017632				-1.18283041845686	-1.31859986318603	-1.05365032480256	0.00326350104848201	0.00109885389635537	0.0109070399448655
ENSOARG00000017649	101110594	CCNG2	cyclin G2	1.90148898006975	1.2652278165088	1.91832595626001	0.000441458290961627	0.011185882460672	0.000414825516169335
ENSOARG00000017662				2.02764325270864	1.32088935164398	1.91063474574625	0.000324204577670476	0.00952231081731303	0.000522680683454268
ENSOARG00000017673	443013	PTGER2	prostaglandin E receptor 2	2.76485433009923	2.19326640527603	2.74988292636407	0.000221071596897408	0.00138255231933371	0.000244448016932892
ENSOARG00000017683	101110980	PALMD	palmdelphin	-1.57688256997737	-2.17537239764366	-1.69013559582352	0.0141177865718132	0.00166089683925459	0.0100008645698176
ENSOARG00000017687				3.50469270989004	2.21884017165874	3.46159552932326	2.66493987418598e-06	8.01478686550873e-05	2.8818887817208e-06
ENSOARG00000017691	101104109	ENO4	enolase 4	-1.20121029701791	-1.92120699333128	-1.43184738124966	0.0234746511104253	0.00103874740331567	0.00774393770897304
ENSOARG00000017758	101118025	RASL12	RAS like family 12	-1.52904190539592	-3.35808728096324	-1.4708767853666	0.012498705864464	0.000128212238793242	0.0166506727217624
ENSOARG00000017761	101122196	VCPIP1	valosin containing protein interacting protein 1	1.68131226354306	1.11703656819925	1.5492829613524	0.00109834118341495	0.0278802490892108	0.00219986598674094
ENSOARG00000017769	101109515	CITED1	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 1	3.05872021380605	3.11184617505096	3.15072889300644	0.000382740418516899	0.000354824879423896	0.000317524712961643
ENSOARG00000017796				4.85336250910632	3.6548561655942	4.8299051725098	1.60878814346696e-05	0.00014211470748344	1.76126467284609e-05
