ENSEMBL	ENTREZID	SYMBOL	DESCRIPTION	LPS100.A10_1_hit.vs.Ctrl_1_hit.astro.logFC	LPS100.A10.vs.Ctrl.micro.logFC	LPS100.A10_1_hit.vs.Ctrl_1_hit.astro.p.value	LPS100.A10.vs.Ctrl.micro.p.value
ENSOARG00000013700	101114408	LOC101114408	carbonyl reductase	-0.983368084369515	-1.91316437685295	0.0196158413143617	1.55849589720381e-05
ENSOARG00000013716	101107601	NAF1	nuclear assembly factor 1 ribonucleoprotein	0.821305902857523	0.868763544588214	0.0323806684816005	0.00225986926635534
ENSOARG00000013728	101104016	NICN1	nicolin 1	-0.956403226359598	-1.25578812269995	0.0493438550985217	0.000632039018154936
ENSOARG00000013732	101118792	ARHGAP18	Rho GTPase activating protein 18	-1.36272777392753	-1.40491150008753	0.00896013915609705	0.00123092351063253
ENSOARG00000013748	101115754	HSPB1	heat shock protein family B (small) member 1	-1.14862251882286	-0.95455330923986	0.0144719576430635	0.00516426539176675
ENSOARG00000013750	101122773	CDC42EP1	CDC42 effector protein 1	-1.55935242121496	-1.27961484772741	0.00196634578118131	0.00460848559571471
ENSOARG00000013813	101115052	KIN	Kin17 DNA and RNA binding protein	0.906196962893239	1.00195504013323	0.00662736274425189	0.000572124261290519
ENSOARG00000013835		PHACTR1	phosphatase and actin regulator 1	-1.46732493008013	-1.36258871813684	0.0030090089359006	0.00563324408797865
ENSOARG00000013847	101114538	KCNJ2	potassium voltage-gated channel subfamily J member 2	2.64448146095136	4.08814091981145	0.00427999102004824	3.94416708614602e-05
ENSOARG00000013883	101114695	ARID5A	AT-rich interaction domain 5A	1.82688577512374	1.53860141063845	0.00130380106791404	0.000278024740532535
ENSOARG00000013885	101122538	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2	-1.41786058103584	-2.30724835789327	0.00061420555906905	0.000205943018443318
ENSOARG00000013920	101116999	WDR81	WD repeat domain 81	-1.61231905662929	-2.70303984401365	0.00151678834185284	3.91402203437105e-06
ENSOARG00000013922	101115725	TAF3	TATA-box binding protein associated factor 3	1.60997924898996	0.988304722839089	0.0265291262105073	0.00180289766673518
ENSOARG00000013927	101104530	LOC101104530	ras-related protein Rap-2c-like	-1.77330398110019	-1.87178600355928	4.86730071297772e-05	7.97293854185027e-05
ENSOARG00000013931	101123285	SH3BP1	SH3 domain binding protein 1	-2.02257569409937	-1.82822900410732	7.32098557623673e-05	4.79661976963125e-06
ENSOARG00000013970	101117176	RAB11FIP4	RAB11 family interacting protein 4	-1.18625412963978	-0.600185783992001	0.0231072216015127	0.0461946656229437
ENSOARG00000014051	101111922	ALDH3B2	aldehyde dehydrogenase family 3 member B1	-2.46046942822545	-1.70728147988011	3.89711424049705e-05	4.03379480655693e-05
ENSOARG00000014052	101107886	CELF2	CUGBP Elav-like family member 2	-1.16373140160617	-0.684596373978688	0.00358579705219874	0.0292246131108048
ENSOARG00000014071	101119130	TRIOBP	TRIO and F-actin-binding protein	-1.25652299723919	-1.22202239447931	0.00256978859468383	0.000122925796474163
ENSOARG00000014096	101111579	TM6SF1	transmembrane 6 superfamily member 1	-0.994154147407953	-0.727833720745355	0.0267171727802113	0.00359680811267117
ENSOARG00000014098	101119092	ATAD1	ATPase family, AAA domain containing 1	1.4330320641208	1.82622399196676	0.00151678834185284	0.0012150608657624
ENSOARG00000014101	101111919	MCOLN3	mucolipin 3	-1.33250493366091	-0.918843367342111	0.00373818340948949	0.0122091154471685
ENSOARG00000014103	101117790	NOCT	nocturnin	3.67755769764158	5.06116532983092	3.21012055966264e-07	2.40465184852331e-06
ENSOARG00000014119	101107973	RARA	retinoic acid receptor alpha	-1.50815976911972	-0.646552127786064	0.000183570026934856	0.00439742423044152
ENSOARG00000014164	101108417	NLRX1	NLR family member X1	-1.49385836967721	-2.43201153119749	0.000108542822113701	1.02499196105212e-05
ENSOARG00000014170	101118080	NABP1	nucleic acid binding protein 1	2.59027290026252	2.8102713883893	2.71969885396309e-05	2.83010569103146e-05
ENSOARG00000014177	101121261	DOT1L	DOT1 like histone lysine methyltransferase	1.53044332089629	1.54857947109582	1.80959174378353e-05	0.00014687035412119
ENSOARG00000014188	101123048	ENPP1	ectonucleotide pyrophosphatase/phosphodiesterase 1	-1.59117318293358	-1.42984481310825	0.000415863598028309	5.86639940956978e-05
ENSOARG00000014201	101102940		mitochondrial carrier 1	-0.779840813277801	-1.0023814545584	0.0456709772694702	0.000455526051889195
ENSOARG00000014203	101117199	CCRL2	C-C motif chemokine receptor like 2	-1.52030745224294	-1.41837410771607	0.0074814713447125	0.000575011341171298
ENSOARG00000014206	101109571	RAB3IL1	RAB3A interacting protein like 1	-2.52427365160554	-2.45333827023122	0.000868332174531655	9.61539794547409e-06
ENSOARG00000014214	101117453	CCR5	C-C motif chemokine receptor 5	-1.71587285132207	-1.94071970311625	0.0471471013648136	0.00164805454135881
ENSOARG00000014227	101108241	SUCO	SUN domain containing ossification factor	1.26811034577624	2.0896650725454	0.00421694359299132	0.00238006027930631
ENSOARG00000014239		NFATC2	nuclear factor of activated T cells 2	-2.48685195292137	-2.29348162705813	0.000143066625968471	0.00193935998237505
ENSOARG00000014240	100303607	CTGF	connective tissue growth factor	-2.74855345045465	-1.70022823991596	0.000141874493372247	0.000183955560830687
ENSOARG00000014260	101117971	CCR1	C-C chemokine receptor type 1	-2.57139468329706	-2.76144859888729	0.000217638536342285	6.64914509341618e-05
ENSOARG00000014270	101111012	CLEC5A	C-type lectin domain containing 5A	-2.40276811707697	-2.6546787171083	0.00441162572731451	7.54714896606406e-06
ENSOARG00000014278	101112861	C1orf52	chromosome 1 open reading frame, human C1orf52	0.838447050270987	0.943963217104192	0.0487576578757508	0.00174071902763689
ENSOARG00000014292				-2.39504436051406	-1.55223797917611	6.38168213709533e-05	7.86313596343215e-05
ENSOARG00000014316	101103125	FOCAD	focadhesin	-0.814184267221506	-0.898070346384908	0.046932039550454	0.00128940029984662
ENSOARG00000014317	101107989	ST5	suppression of tumorigenicity 5	-1.03202419090648	-1.00583959579159	0.0494089577903254	0.0386019630012101
ENSOARG00000014323	101108411	ECHDC3	enoyl-CoA hydratase domain containing 3	-1.65748687004939	-2.07329674297197	0.004033973463505	0.000128158620551312
ENSOARG00000014351	101119494	ATP9A	ATPase phospholipid transporting 9A (putative)	-1.03395821230753	-1.45405195726105	0.0267219763032438	0.00787264706050869
ENSOARG00000014352	100170320	ADRB2	adrenoceptor beta 2	-2.67523648126276	-4.14418216720261	0.000122304448822042	1.23976070073944e-05
ENSOARG00000014364	100272002	PIM1	Pim-1 proto-oncogene, serine/threonine kinase	1.52990269949351	3.1852166507464	6.49142051849127e-05	2.10660877328074e-05
ENSOARG00000014372	101105193	EFHC1	EF-hand domain containing 1	-1.29411141515331	-1.0662845659213	0.0315240068460577	0.00871141370442081
ENSOARG00000014416	101112130	TMEM243	transmembrane protein 243	1.13742771825087	1.04800869231816	0.0348499759088656	0.00494205927819471
ENSOARG00000014425	101118263	MERTK	MER proto-oncogene, tyrosine kinase	-2.64511898705702	-2.81366299922252	9.49093730015139e-06	2.53079706714218e-06
ENSOARG00000014445	101119359	ORAI2	ORAI calcium release-activated calcium modulator 2	-0.989116567128084	-0.495681870212333	0.0251555553273375	0.0370786256441808
ENSOARG00000014496	443418	CXCL8	C-X-C motif chemokine ligand 8	4.71537042156251	6.02240055590613	1.68107277490188e-07	2.59270811959474e-06
ENSOARG00000014520	101108309	EXOSC9	exosome component 9	1.37735126263544	1.25308168552559	0.00546412657473565	0.000262319766425628
ENSOARG00000014523	101108165	PCDH10	protocadherin 10	1.15560978380778	0.89953203148933	0.0215124210852194	0.020286499823746
ENSOARG00000014532	443026	ETS2	ETS proto-oncogene 2, transcription factor	1.54934983376807	3.08456199390486	0.00420241521466251	6.1939599193205e-05
ENSOARG00000014541	101119308	ATP8A1	ATPase phospholipid transporting 8A1	1.44141114389176	1.96384981758404	0.0225650361471797	8.79694902127093e-05
ENSOARG00000014581	101113184	TCIRG1	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	-1.72865521331767	-1.4857611945284	0.000646799058397366	0.000117912668840624
ENSOARG00000014592	101103238	CXCL6	C-X-C motif chemokine 6	4.54844267967077	5.29114967680002	4.25342112510691e-06	7.95351366507199e-05
ENSOARG00000014598	101110563	SOX2	SRY-box 2	-1.99379738554214	-1.33407120899438	8.75011437941103e-05	0.0126150975962855
ENSOARG00000014606	101113534	TRPV4	transient receptor potential cation channel subfamily V member 4	-1.35169159149119	-2.21275063779745	0.0170257226307311	0.00142796611183864
ENSOARG00000014636	101123366		cytidine/uridine monophosphate kinase 2	1.90539858123662	3.8763920274834	0.0196221606211625	0.0001179052322916
ENSOARG00000014638	101119536	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	-1.06311279277913	-1.55969286119311	0.000573063734620414	3.28681033336966e-05
ENSOARG00000014648	101115013	RSAD2	radical S-adenosyl methionine domain containing 2	3.59114514570388	5.49591701063328	0.000603831027887178	0.000186751583221703
ENSOARG00000014654		FRMD8	FERM domain containing 8	-0.951182355710846	-0.723811845862872	0.0178753613987099	0.0270953914216148
ENSOARG00000014731	101107257	DDX58	DExD/H-box helicase 58	2.23309610657152	3.12673288558286	0.00732535227489941	6.22843752509884e-05
ENSOARG00000014742	101116505	CCDC34	coiled-coil domain containing 34	-1.15834149626245	-1.49966466838214	0.0178686591720538	0.000515509171317224
ENSOARG00000014744	101109288	DHRS3	dehydrogenase/reductase 3	-1.65547131992472	-2.47448249749279	0.00113924999692568	2.39962354189902e-06
ENSOARG00000014751	101120222	STARD8	StAR related lipid transfer domain containing 8	2.78151483106892	3.4222582837535	4.25342112510691e-06	9.61539794547409e-06
ENSOARG00000014775	443380	CXCL1	chemokine (C-X-C motif) ligand 1 (melanoma growth stimulating activity, alpha)	7.84695606518653	6.60975697608585	1.68107277490188e-07	3.34953901026717e-06
ENSOARG00000014777	101109462	CCR7	C-C motif chemokine receptor 7	6.4071827494283	5.78397299622373	1.29362972466634e-05	5.76127308942832e-06
ENSOARG00000014778	100302103	LYN	LYN proto-oncogene, Src family tyrosine kinase	0.90851944722986	1.73603595293509	0.0465314818846884	0.000441887623025399
ENSOARG00000014779	100303608	PECAM1	platelet and endothelial cell adhesion molecule 1	1.28439835354691	1.44566205484351	0.0151095204688502	0.00108077351381614
ENSOARG00000014800		IFIT3	interferon induced protein with tetratricopeptide repeats 3	2.10398137033621	2.75657110767852	0.00363306913169075	0.000167896190966354
ENSOARG00000014814	101121051	ACTA2	actin, alpha 2, smooth muscle, aorta	-1.14189503002126	-0.617806338113802	0.0386533365366489	0.0131309557755937
ENSOARG00000014822		IKZF1	IKAROS family zinc finger 1	1.17421332783395	1.02175483577173	0.024183133042443	0.0213071877108981
ENSOARG00000014841				6.02649067236021	6.30410383007511	1.24737629566085e-06	7.56715023059052e-06
ENSOARG00000014972	101107616	MED13	mediator complex subunit 13	0.997219350117595	1.40327370548897	0.0218319423154321	8.90591996197382e-05
ENSOARG00000014979	101119003	GTF2B	general transcription factor IIB	1.36807068332285	1.22580347911288	0.00479502383305153	0.00242137332844631
ENSOARG00000014988	101110887	AHNAK	AHNAK nucleoprotein	-1.04389485007239	-1.2631906552761	0.0101844959775377	0.00296522829074265
ENSOARG00000014997	101116061	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	1.677470192621	1.90262187773297	8.13120407292791e-05	0.000419386202021621
ENSOARG00000015037				-0.953959175715662	-1.2728566687891	0.0249874204837712	0.00748132588704242
ENSOARG00000015050	101117094	MAP3K8	mitogen-activated protein kinase kinase kinase 8	2.28541168208324	2.57402978872095	3.13304732418841e-05	3.14101496831669e-05
ENSOARG00000015051	101102166	BCAS1	breast carcinoma amplified sequence 1	1.96375215058478	2.73420718319819	0.000580127061287103	0.000119976026675538
ENSOARG00000015055	101109076	KIF13B	kinesin family member 13B	0.917381539709907	1.16755505456568	0.0493816381520184	0.00272787073761742
ENSOARG00000015072	101119517	LOC101119517	guanylate-binding protein 1-like	2.54100847180056	4.99626077621172	0.0134810823437601	7.86313596343215e-05
ENSOARG00000015078	443136	IRF1	interferon regulatory factor 1	2.64121231007166	4.7552491124171	3.32951965938143e-05	2.39962354189902e-06
ENSOARG00000015146	101103248	SAT2	spermidine/spermine N1-acetyltransferase family member 2	-1.49496063042519	-1.45410446983007	0.00249222933259235	0.000540651974042449
ENSOARG00000015161	101114154	RAP2B	RAP2B, member of RAS oncogene family	0.850013035085242	0.914009589647985	0.0248109281279118	0.0105550222973906
ENSOARG00000015167	101114560	BCL2A1	BCL2 related protein A1	3.95950047809189	6.48376228328166	3.89711424049705e-05	1.02662924221704e-06
ENSOARG00000015169	101101941	IFIT2	interferon induced protein with tetratricopeptide repeats 2	2.98657566004706	3.13223243006378	9.96928215100083e-05	0.000156918549770464
ENSOARG00000015175	101117905	MTMR9	myotubularin related protein 9	1.1986646089029	2.59402500793199	0.000293462079768567	3.46125272976223e-05
ENSOARG00000015177	101102194	IFIT1	interferon-induced protein with tetratricopeptide repeats 1	2.08506989883198	3.16615550170565	0.000838417644623694	0.000185983191634708
ENSOARG00000015226				2.23537156496671	3.63183003152975	0.0361942819565781	0.000101071871063061
ENSOARG00000015233		AP1S1	adaptor related protein complex 1 subunit sigma 1	-0.976560967776239	-0.810508323660819	0.00842798290434083	0.00362588507404113
ENSOARG00000015234	101104239	PARM1	prostate androgen-regulated mucin-like protein 1	1.28353518191219	1.96677397825547	0.00092067540407236	0.000207252030179073
ENSOARG00000015238				1.30116900139796	1.26365971539434	0.0106604637590141	0.0126087308276026
ENSOARG00000015297	101120367	GBP5	guanylate binding protein 5	2.83435828564859	4.76028054769372	0.000635161642760502	1.29304446037347e-05
ENSOARG00000015319	101117833	KLF11	Kruppel like factor 11	-1.85496606291644	-2.26334762087846	0.0373139344280266	0.000916203487474178
ENSOARG00000015331	443240		casein kinase I isoform epsilon	-1.0815684598875	-0.581615554279796	0.00137376233135677	0.0161651905183927
ENSOARG00000015334	101110684	OPLAH	5-oxoprolinase, ATP-hydrolysing	-0.938064874463997	-0.806724195495509	0.0297816425636131	0.00950324701406821
ENSOARG00000015342	101108832	NDNF	neuron derived neurotrophic factor	1.09743051593074	0.973511862737565	0.00263001595376697	0.0192543576206663
ENSOARG00000015343	101122348	GNPTAB	N-acetylglucosamine-1-phosphate transferase subunits alpha and beta	-1.17234849029358	-1.74273030691705	0.000269550884650192	0.00327031387932322
ENSOARG00000015354	101113714		LDL receptor related protein 5	-0.824617463180231	-0.814460049550013	0.0323806684816005	0.00330395378880203
ENSOARG00000015388	101108431	ELOVL5	ELOVL fatty acid elongase 5	1.67250100603425	2.63564604476059	3.47911047384112e-05	0.000183955560830687
ENSOARG00000015412	101107206	C17orf58	chromosome 11 open reading frame, human C17orf58	-1.16983015901782	-1.0858778748077	0.0443736035122972	0.000223345705773029
ENSOARG00000015414	101114579		trichohyalin-like	2.39773048205613	3.91740409143369	0.00940935904346122	5.62096918676122e-05
ENSOARG00000015430	443400	CSF2	colony stimulating factor 2	8.87220739703199	8.13994511092439	1.6894510943989e-05	1.98203637248375e-05
ENSOARG00000015432	101120875	LOC101120875	guanylate-binding protein 6-like	2.35815397904533	5.19149071282296	0.0113811138459574	4.39343984923452e-06
ENSOARG00000015462	101122002	COQ10B	coenzyme Q10B	1.21732145181071	1.30770634749	0.00117215695784391	0.000928435427040888
ENSOARG00000015492	101109488	ABHD17C	abhydrolase domain containing 17C	-1.37821168840663	-0.886681906194134	0.00157546346020747	0.0187519239958703
ENSOARG00000015506	101118731	STX2	syntaxin 2	-0.970303508880545	-0.659511066359689	0.0112515877954051	0.00382321306453916
ENSOARG00000015538	101111136	EML3	echinoderm microtubule associated protein like 3	-0.800879812242319	-0.830579953815718	0.0345194672973115	0.00177957229135424
ENSOARG00000015569	101122413	PALLD	palladin	-1.45901733095804	-1.48337055293091	0.000107387085843021	0.000583572741383901
ENSOARG00000015610	101104766	SGSM2	small G protein signaling modulator 2	-0.979930920598801	-0.831369253040554	0.00741206343830814	0.0139095841683728
ENSOARG00000015648	101110747	POC1B	POC1 centriolar protein B	-1.62789467237956	-1.78953682869232	0.00227504738753914	0.00238599553349482
ENSOARG00000015653	101103447	EEF2K	eukaryotic elongation factor 2 kinase	-1.30183434309122	-0.729137134018994	0.000573063734620414	0.00572678542356158
ENSOARG00000015656	443045	ICAM1	intercellular adhesion molecule 1	2.93700640638945	4.21539083264496	6.05115821965336e-05	4.45267108686773e-06
ENSOARG00000015690	101103648	NSD2	nuclear receptor binding SET domain protein 2	-0.916083511155556	-1.06165143618723	0.0408230887180192	0.000781213385853251
ENSOARG00000015698	101105013	MNT	MAX network transcriptional repressor	-1.47206873505078	-2.66234968469763	0.0111600333212458	0.000159632227409229
ENSOARG00000015709	101120629	TRIP6	thyroid hormone receptor interactor 6	-1.43301664644933	-1.1572484241825	0.000783965645136254	0.0132332509725253
ENSOARG00000015723	101102372	PLCL1	phospholipase C like 1 (inactive)	-1.68853256331777	-2.66823200262311	0.000456533562632776	1.20184855159565e-05
ENSOARG00000015726	101102317	DCSTAMP	dendrocyte expressed seven transmembrane protein	-3.05365829147138	-2.29890990714488	0.00154707880167221	4.04682503456861e-05
ENSOARG00000015775	101109822	GPT2	glutamic--pyruvic transaminase 2	-1.03198136282636	1.38652865230588	0.0211975614640355	0.0363198762512529
ENSOARG00000015776	101116190	C21orf91	chromosome 1 open reading frame, human C21orf91	2.74490271847792	2.72265517238134	8.82928636209152e-05	8.00956720203601e-05
ENSOARG00000015781	101116476	ICAM4	intercellular adhesion molecule 4 (Landsteiner-Wiener blood group)	4.45396056484401	7.13755190929972	9.98387891056311e-06	5.44234485144211e-06
ENSOARG00000015786	101116726	ICAM5	intercellular adhesion molecule 5	2.90661364002737	1.02578579423191	6.23703589879795e-06	0.00343638217453137
ENSOARG00000015790	100620049	BTG3	BTG anti-proliferation factor 3	1.02911159932703	2.94177939430652	0.00103989918964362	0.000106305312723833
ENSOARG00000015809	101107714	PSMD12	proteasome 26S subunit, non-ATPase 12	0.876667881339869	1.30930224135918	0.0190664451946697	0.000535612870493122
ENSOARG00000015818	101102742	LMO7	LIM domain 7	-1.57973145495761	-1.51687562173395	0.00327121477399611	0.0162784823551184
ENSOARG00000015821	101120886	EPHB4	EPH receptor B4	-1.49346262086808	-0.850579469854386	0.00018475461398761	0.0383944421858276
ENSOARG00000015828	101102297	LOC101102297	formimidoyltransferase-cyclodeaminase-like	-1.51779536960732	-1.0359165872707	0.0252445114803171	0.000689192716576063
ENSOARG00000015846	101111462		plectin	-1.06105438918205	-1.34900623637791	0.004699334318417	0.00188560031519757
ENSOARG00000015857	101103741	METRNL	meteorin like, glial cell differentiation regulator	1.39486882138413	2.68732757249708	0.00306324623721812	1.30857415649356e-05
ENSOARG00000015882	101111828	PPFIBP2	PPFIA binding protein 2	-2.63567082419227	-1.94428390927655	6.77519942817847e-05	8.56524203775131e-05
ENSOARG00000015895	101106582	PLXNC1	plexin C1	-1.32131697754693	-2.0013448548282	0.000292281230042381	0.000916203487474178
ENSOARG00000015905	101112730	EIF4E	eukaryotic translation initiation factor 4E	1.27842768514418	1.34207183491838	0.0470664651090661	0.00758275552483791
ENSOARG00000015908	100820746	ANKRD1	ankyrin repeat domain 1	-1.70611464823192	-1.33923743932582	0.0171289813584421	0.00184057894103693
ENSOARG00000015916	101115779	CEP83	centrosomal protein 83	0.971911593178769	1.23453260159984	0.00345427528375315	0.000412995559407213
ENSOARG00000015956	101119247	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	0.994522531076177	1.59661879409658	0.00656180809700532	9.77742486248564e-05
ENSOARG00000015973	101119234	RASAL2	RAS protein activator like 2	-1.07484902093882	-1.34114998648177	0.0413777982020773	0.00232600029719266
ENSOARG00000016003	101102743	ACOD1	aconitate decarboxylase 1	1.77949265806065	4.55317267872698	0.00251351880400612	5.80999736942891e-05
ENSOARG00000016004	101121522	MCC	MCC, WNT signaling pathway regulator	1.36528240050299	0.844254218544866	0.00184959157747083	0.0207604530589783
ENSOARG00000016009		STK32C	serine/threonine kinase 32C	-1.27640927864857	-1.98161940363554	0.0103647755383291	0.000783641080944957
ENSOARG00000016052	101104557	AOX1	aldehyde oxidase 1	-1.02740847279001	-1.23676794783237	0.0146818942829711	0.0050901934950697
ENSOARG00000016064	101112980	TSPAN5	tetraspanin 5	1.30196425644181	3.51467214126867	0.00363220778377523	2.35249482162964e-05
ENSOARG00000016081	101107953	UPP1	uridine phosphorylase 1	1.91814969957874	0.99954392610428	0.000666861995692628	0.0339473617033062
ENSOARG00000016092	101114107	COLGALT1	procollagen galactosyltransferase 1	-0.874784407612553	-1.04742813630486	0.0104770789380733	0.000634276707552219
ENSOARG00000016097	101109331	IWS1	IWS1, SUPT6H interacting protein	0.905641913591966	1.08302293191396	0.00330812346741781	0.00037521749565984
ENSOARG00000016099	100286738	MEF2C	myocyte enhancer factor 2C	-2.17133501938533	-2.5977504720762	0.00016928443568042	0.000306642336565512
ENSOARG00000016108	101112180	LZTS2	leucine zipper tumor suppressor 2	-1.32013461073397	-1.88709844747508	0.00249222933259235	6.22663957892965e-06
ENSOARG00000016111	101117838	POLD2	DNA polymerase delta 2, accessory subunit	-1.05783590181059	-1.4141731463138	0.0498064294644342	0.000207252030179073
ENSOARG00000016113				-1.13198236569548	-1.15117631040706	0.00148269457690815	0.000339573954713558
ENSOARG00000016118	101104306	LOC101104306	plasma membrane calcium-transporting ATPase 4-like	-1.2885987605873	-1.05161840776499	0.000789625522337058	0.0110717284692257
ENSOARG00000016128	101109858	MAP3K2	mitogen-activated protein kinase kinase kinase 2	1.20473691396431	2.06752688933472	0.0362168023818044	0.000151795851050856
ENSOARG00000016133	101119198	NCKAP1L	NCK associated protein 1 like	-0.987641942268203	-0.682985488195446	0.0171613394324605	0.0107474494032008
ENSOARG00000016177	101119920	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	-1.37440520158613	-0.772195543500256	0.0474516995157969	0.0232638043158178
ENSOARG00000016195	101107591	ZNF385A	zinc finger protein 385A	-1.9478618337131	-1.84519551705437	0.000507896683484992	9.34128199999429e-05
ENSOARG00000016207	101119970	GPR84	G protein-coupled receptor 84	1.81723792035643	4.20369079267569	0.0112578320658071	1.29304446037347e-05
ENSOARG00000016212	101109567	IP6K2	inositol hexakisphosphate kinase 2	0.872082430479124	0.809841134279422	0.0104169764446686	0.00316254460125658
ENSOARG00000016213	100301555	APOBEC3Z1	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like	8.23422726048815	7.1114646545565	1.68107277490188e-07	2.33266223805732e-05
ENSOARG00000016214		JPT2	Jupiter microtubule associated homolog 2	-1.04520398830893	-0.594840749971572	0.0212411829425447	0.0189686886334652
ENSOARG00000016225	101123513	SFXN3	sideroflexin 3	-0.846887250774156	-1.33089244323244	0.0433331572399996	0.00408528937115606
ENSOARG00000016264	101122144	VPS37C	VPS37C, ESCRT-I subunit	1.05181011705185	1.61855825436906	0.00250596379823337	0.00184168323465316
ENSOARG00000016278	101106554	GCNT2	glucosaminyl (N-acetyl) transferase 2 (I blood group)	2.21437094498655	2.16867787610905	0.000386459841953358	0.000737948461085746
ENSOARG00000016302	101106080	TRIM36	tripartite motif containing 36	2.40353422357322	2.95601298331117	6.58357028633034e-05	0.000274162779508813
ENSOARG00000016359	101122496		multidrug resistance-associated protein 1-like	-1.76401305049656	-1.69787199157785	0.00254419263812391	0.000216894113133048
ENSOARG00000016386	101118272	ATG4D	autophagy related 4D cysteine peptidase	1.43498571696767	2.79873005770904	5.85142554823084e-05	0.000144273098738878
ENSOARG00000016390	101113825	SLC40A1	solute carrier family 40 member 1	-1.22949730470526	-2.84969260900126	0.00387468026233253	0.000193658926866925
ENSOARG00000016398	101112769	ZNRD1	zinc ribbon domain containing 1	1.47597698597428	2.21993441618923	0.00106838591392097	3.8985024730333e-05
ENSOARG00000016399	101120399	CDC42EP3	CDC42 effector protein 3	-1.86851277790608	-1.61693693829381	0.00112583605089097	0.000709347159823654
ENSOARG00000016436	101116996	FAM83H	family with sequence similarity 83 member H	-1.5277264399586	-1.15558197028737	0.000297749067272484	0.00913526536357586
ENSOARG00000016452	443513	PPARG	peroxisome proliferator-activated receptor gamma	-2.26804627373919	-2.7703606027652	0.00226435609062645	6.04531330912075e-06
ENSOARG00000016453	101102889	MAP3K12	mitogen-activated protein kinase kinase kinase 12	-1.09763433813083	-1.60405384607985	0.00716208589353735	0.00045609791550465
ENSOARG00000016481				-1.67147993027395	-2.01341344493517	0.00264137883834834	0.000153845938955713
ENSOARG00000016485	100302348	PMP22	peripheral myelin protein 22	-1.00487376744807	-1.08492424523521	0.0398314196347561	0.000886238868087276
ENSOARG00000016486	101110258	APBB1IP	amyloid beta precursor protein binding family B member 1 interacting protein	-2.19627664698299	-1.46598597218315	1.83263160455217e-05	8.33710797820418e-05
ENSOARG00000016560		IGFALS	insulin like growth factor binding protein acid labile subunit	-1.25228251866561	-1.59225599174192	0.0407202892007279	0.000390597520945006
ENSOARG00000016584	101116019	FAM171B	family with sequence similarity 171 member B	1.28770335811115	4.63994290472239	0.0308771263501559	0.000757806864081817
ENSOARG00000016585	101119939	TM2D3	TM2 domain containing 3	0.859353812758218	0.566234978077287	0.0252948868761814	0.0166271948435628
ENSOARG00000016611	442997	CXCL10	C-X-C motif chemokine ligand 10	2.97164826304367	5.35316419002143	0.00044670181133722	7.07736051561831e-05
ENSOARG00000016617	101114219	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	2.09271688807389	2.87304100291436	0.0041635689395062	0.000164341368379286
ENSOARG00000016620				-1.06130808590897	-1.44876357067295	0.0064797504290432	0.00297211025882458
ENSOARG00000016662		TNFAIP8	TNF alpha induced protein 8	1.79194446994656	3.22356282516247	0.000377907305233741	4.03291884262211e-06
ENSOARG00000016668	101108750	CXCL11	C-X-C motif chemokine ligand 11	5.89562753924166	5.26180276234925	5.62520074844953e-06	0.000995251877703435
ENSOARG00000016679	101108113		dedicator of cytokinesis 11	-1.32489194444907	-1.6674022953379	0.00335419780082859	4.03953927895115e-05
ENSOARG00000016689	101123237	FAT4	FAT atypical cadherin 4	-1.21052302771179	-1.31272974819731	0.0195739106242184	0.00346283717721162
ENSOARG00000016704	101123557	CNGA1	cyclic nucleotide gated channel alpha 1	6.78826506757195	6.43552321025382	1.04283713729011e-05	6.34802541378156e-07
ENSOARG00000016737	101110224	TNS2	tensin 2	-1.7760750390025	-2.4081568869693	1.20734007295089e-05	3.23028315954276e-05
ENSOARG00000016739	100125613	ROBO1	roundabout guidance receptor 1	1.25225079287954	1.04525314832172	0.00933121137699993	0.0464658419013813
ENSOARG00000016741	101106405	FAM126B	family with sequence similarity 126 member B	1.09549946146071	1.61128484899747	0.0237940499278462	0.00470626221328101
ENSOARG00000016744	443078	NOS2	nitric oxide synthase 2	3.99142665515364	5.59136791064356	3.63097669338812e-06	4.39343984923452e-06
ENSOARG00000016760	100217400	BTG1	BTG anti-proliferation factor 1	1.39565272000362	2.47122268473947	2.98268183216518e-05	0.000140591448897787
ENSOARG00000016786	101110495	KRT8	keratin 8	-1.79734947107096	-0.924979762017614	0.0168719749303076	0.0134473639751686
ENSOARG00000016789	101101985	NIPAL1	NIPA like domain containing 1	1.12218198181321	0.5942860600716	0.00795770995374711	0.04120992174058
ENSOARG00000016794	101105305	ZMYM3	zinc finger MYM-type containing 3	-0.907781892211405	-0.745012588227588	0.017466586297488	0.00470196063291795
ENSOARG00000016814	101112970	TXNRD1	thioredoxin reductase 1	1.67027467645188	0.996906261610835	0.000655866783627879	0.0333137837659744
